2.5e-06 -0.0048828125 -0.00859375	0.027734375 0.9970703125
0.011055 0.0033203125 0.00166015625	0.00322265625 1.08984375
0.0110575 0.00322265625 0.00126953125	0.00322265625 1.08984375
0.01106 0.00322265625 0.00126953125	0.00322265625 1.0888671875
0.0110625 0.003125 0.0009765625	0.00322265625 1.08984375
0.011065 0.00302734375 0.00068359375	0.00322265625 1.08984375
0.0110675 0.00322265625 0.001171875	0.003125 1.08984375
0.01107 0.00302734375 0.001171875	0.00322265625 1.08984375
0.0110725 0.003125 0.00107421875	0.003125 1.08984375
0.011075 0.0029296875 0.00078125	0.00322265625 1.08984375
0.0110775 0.003125 0.001171875	0.00322265625 1.0888671875
0.01108 0.00322265625 0.001171875	0.00322265625 1.0888671875
0.0110825 0.00322265625 0.00107421875	0.00322265625 1.0888671875
0.011085 0.00322265625 0.0013671875	0.003125 1.0888671875
0.0110875 0.003125 0.00107421875	0.0033203125 1.08984375
0.01109 0.00322265625 0.0009765625	0.003125 1.0888671875
0.0110925 0.003125 0.001171875	0.00322265625 1.0888671875
0.011095 0.00302734375 0.00068359375	0.00302734375 1.08984375
0.0110975 0.00322265625 0.001171875	0.00322265625 1.08984375
0.0111 0.003125 0.001171875	0.00322265625 1.0888671875
0.0111025 0.003125 0.001171875	0.003125 1.0888671875
0.011105 0.00341796875 0.0017578125	0.00322265625 1.0888671875
0.0111075 0.00322265625 0.00126953125	0.003125 1.0888671875
0.01111 0.00322265625 0.001171875	0.003125 1.0888671875
0.0111125 0.003125 0.00107421875	0.00322265625 1.0888671875
0.011115 0.00322265625 0.00146484375	0.00322265625 1.0888671875
0.0111175 0.00322265625 0.001171875	0.003125 1.08984375
0.01112 0.003125 0.001171875	0.003125 1.0888671875
0.0111225 0.003125 0.001171875	0.003125 1.0888671875
0.011125 0.00322265625 0.0015625	0.00322265625 1.08984375
0.0111275 0.003125 0.0009765625	0.00322265625 1.0888671875
0.01113 0.00322265625 0.001171875	0.00322265625 1.08984375
0.0111325 0.003125 0.001171875	0.003125 1.0888671875
0.011135 0.00302734375 0.00107421875	0.003125 1.0888671875
0.0111375 0.00322265625 0.0009765625	0.0033203125 1.08984375
0.01114 0.003125 0.00107421875	0.00322265625 1.0888671875
0.0111425 0.003125 0.00107421875	0.00322265625 1.08984375
0.011145 0.0029296875 0.00087890625	0.003125 1.0888671875
0.0111475 0.00302734375 0.0009765625	0.003125 1.0888671875
0.01115 0.00302734375 0.00107421875	0.003125 1.0888671875
0.0111525 0.003125 0.001171875	0.00322265625 1.08984375
0.011155 0.0029296875 0.00107421875	0.00302734375 1.0888671875
0.0111575 0.003125 0.00126953125	0.003125 1.0888671875
0.01116 0.003125 0.001171875	0.00322265625 1.0888671875
0.0111625 0.00322265625 0.00107421875	0.0033203125 1.08984375
0.011165 0.00302734375 0.00107421875	0.003125 1.0888671875
0.0111675 0.00302734375 0.001171875	0.003125 1.0888671875
0.01117 0.00302734375 0.00107421875	0.00322265625 1.0888671875
0.0111725 0.003125 0.00087890625	0.00302734375 1.0888671875
0.011175 0.00302734375 0.00068359375	0.00302734375 1.0888671875
0.0111775 0.003125 0.00107421875	0.003125 1.0888671875
0.01118 0.00302734375 0.001171875	0.00302734375 1.087890625
0.0111825 0.00322265625 0.00126953125	0.00322265625 1.0888671875
0.011185 0.00302734375 0.00078125	0.003125 1.0888671875
0.0111875 0.00302734375 0.001171875	0.00302734375 1.087890625
0.01119 0.0029296875 0.00087890625	0.00302734375 1.0888671875
0.0111925 0.00302734375 0.0009765625	0.003125 1.0888671875
0.011195 0.003125 0.0009765625	0.003125 1.0888671875
0.0111975 0.003125 0.0009765625	0.003125 1.087890625
0.0112 0.00302734375 0.00107421875	0.00302734375 1.0888671875
0.0112025 0.00302734375 0.00107421875	0.003125 1.0888671875
0.011205 0.003125 0.00107421875	0.003125 1.0888671875
0.0112075 0.003125 0.001171875	0.00302734375 1.0888671875
0.01121 0.00302734375 0.001171875	0.00322265625 1.0888671875
0.0112125 0.00302734375 0.0009765625	0.00302734375 1.087890625
0.011215 0.003125 0.0013671875	0.00322265625 1.0888671875
0.0112175 0.00302734375 0.00107421875	0.003125 1.0888671875
0.01122 0.0029296875 0.00107421875	0.002734375 1.0869140625
0.0112225 0.00302734375 0.00107421875	0.00302734375 1.087890625
0.011225 0.003125 0.001171875	0.003125 1.087890625
0.0112275 0.0029296875 0.001171875	0.00302734375 1.087890625
0.01123 0.003125 0.00107421875	0.00322265625 1.08984375
0.0112325 0.00302734375 0.00107421875	0.00302734375 1.087890625
0.011235 0.00302734375 0.001171875	0.003125 1.0888671875
0.0112375 0.00302734375 0.0009765625	0.00283203125 1.087890625
0.01124 0.00302734375 0.00107421875	0.00341796875 1.0888671875
0.0112425 0.003125 0.00107421875	0.00302734375 1.087890625
0.011245 0.00302734375 0.001171875	0.00302734375 1.087890625
0.0112475 0.00302734375 0.00078125	0.003125 1.087890625
0.01125 0.0029296875 0.00087890625	0.0029296875 1.087890625
0.0112525 0.003125 0.00107421875	0.003125 1.0888671875
0.011255 0.00302734375 0.001171875	0.003125 1.087890625
0.0112575 0.003125 0.0009765625	0.003125 1.0888671875
0.01126 0.00302734375 0.00107421875	0.0033203125 1.0888671875
0.0112625 0.00302734375 0.0009765625	0.00302734375 1.087890625
0.011265 0.0029296875 0.0009765625	0.00302734375 1.087890625
0.0112675 0.00302734375 0.001171875	0.003125 1.087890625
0.01127 0.0029296875 0.0009765625	0.00263671875 1.0869140625
0.0112725 0.0029296875 0.0009765625	0.003125 1.087890625
0.011275 0.00302734375 0.00087890625	0.00302734375 1.087890625
0.0112775 0.003125 0.00107421875	0.00302734375 1.087890625
0.01128 0.00302734375 0.0009765625	0.003125 1.087890625
0.0112825 0.003125 0.0013671875	0.00322265625 1.0888671875
0.011285 0.00302734375 0.00078125	0.003125 1.087890625
0.0112875 0.0029296875 0.00087890625	0.00283203125 1.0869140625
0.01129 0.003125 0.00107421875	0.003125 1.0869140625
0.0112925 0.00263671875 0.0001953125	0.00302734375 1.087890625
0.011295 0.0029296875 0.00078125	0.00302734375 1.0888671875
0.0112975 0.0029296875 0.00078125	0.003125 1.087890625
0.0113 0.0029296875 0.0009765625	0.00283203125 1.087890625
0.0113025 0.00322265625 0.0017578125	0.00302734375 1.087890625
0.011305 0.00283203125 0.00087890625	0.00302734375 1.087890625
0.0113075 0.0029296875 0.00107421875	0.003125 1.087890625
0.01131 0.00302734375 0.00107421875	0.00341796875 1.0888671875
0.0113125 0.00322265625 0.001171875	0.0029296875 1.0869140625
0.011315 0.00302734375 0.001171875	0.00302734375 1.087890625
0.0113175 0.0029296875 0.00107421875	0.00302734375 1.087890625
0.01132 0.00302734375 0.001171875	0.0029296875 1.0869140625
0.0113225 0.00302734375 0.00146484375	0.0029296875 1.087890625
0.011325 0.0029296875 0.00107421875	0.00302734375 1.087890625
0.0113275 0.00302734375 0.00107421875	0.003125 1.087890625
0.01133 0.0029296875 0.0009765625	0.00302734375 1.087890625
0.0113325 0.003515625 0.0021484375	0.003125 1.087890625
0.011335 0.0029296875 0.0009765625	0.0029296875 1.0869140625
0.0113375 0.0029296875 0.00087890625	0.0029296875 1.0869140625
0.01134 0.003125 0.001171875	0.00322265625 1.087890625
0.0113425 0.0025390625 0.00029296875	0.0029296875 1.0869140625
0.011345 0.0029296875 0.00107421875	0.0029296875 1.087890625
0.0113475 0.00302734375 0.00126953125	0.0029296875 1.087890625
0.01135 0.00302734375 0.0009765625	0.0029296875 1.087890625
0.0113525 0.00302734375 0.0013671875	0.00322265625 1.087890625
0.011355 0.0029296875 0.0009765625	0.0029296875 1.0869140625
0.0113575 0.00302734375 0.00107421875	0.0029296875 1.0869140625
0.01136 0.0029296875 0.0009765625	0.00322265625 1.087890625
0.0113625 0.00263671875 0	0.0029296875 1.0869140625
0.011365 0.00302734375 0.001171875	0.00302734375 1.0869140625
0.0113675 0.0029296875 0.0009765625	0.00302734375 1.087890625
0.01137 0.00302734375 0.0009765625	0.0029296875 1.0869140625
0.0113725 0.00322265625 0.00185546875	0.0029296875 1.0869140625
0.011375 0.00302734375 0.001171875	0.00302734375 1.0869140625
0.0113775 0.0029296875 0.00087890625	0.00302734375 1.0869140625
0.01138 0.00283203125 0.00078125	0.00302734375 1.0869140625
0.0113825 0.0029296875 0.00048828125	0.00302734375 1.0869140625
0.011385 0.003125 0.00126953125	0.0029296875 1.0869140625
0.0113875 0.0029296875 0.001171875	0.003125 1.0869140625
0.01139 0.0029296875 0.0009765625	0.00283203125 1.0869140625
0.0113925 0.00302734375 0.00126953125	0.0029296875 1.0869140625
0.011395 0.00302734375 0.00107421875	0.00283203125 1.0869140625
0.0113975 0.0029296875 0.001171875	0.00302734375 1.0869140625
0.0114 0.00302734375 0.00107421875	0.003125 1.087890625
0.0114025 0.00302734375 0.0009765625	0.0029296875 1.0869140625
0.011405 0.00283203125 0.00087890625	0.00283203125 1.0869140625
0.0114075 0.0029296875 0.0009765625	0.0029296875 1.0869140625
0.01141 0.00283203125 0.0009765625	0.0029296875 1.0859375
0.0114125 0.0029296875 0.00146484375	0.00302734375 1.087890625
0.011415 0.0029296875 0.00068359375	0.0029296875 1.0869140625
0.0114175 0.0029296875 0.00126953125	0.0029296875 1.0869140625
0.01142 0.00302734375 0.00107421875	0.002734375 1.0869140625
0.0114225 0.0033203125 0.0017578125	0.00302734375 1.0869140625
0.011425 0.00283203125 0.00078125	0.0029296875 1.0869140625
0.0114275 0.00283203125 0.0009765625	0.00302734375 1.0869140625
0.01143 0.00283203125 0.0009765625	0.00283203125 1.0859375
0.0114325 0.002734375 0.00078125	0.00283203125 1.0869140625
0.011435 0.00283203125 0.0009765625	0.00283203125 1.0869140625
0.0114375 0.00302734375 0.00107421875	0.003125 1.0869140625
0.01144 0.002734375 0.0009765625	0.00283203125 1.0869140625
0.0114425 0.00302734375 0.0013671875	0.0029296875 1.0869140625
0.011445 0.0029296875 0.00078125	0.0029296875 1.0869140625
0.0114475 0.00302734375 0.00126953125	0.0029296875 1.0859375
0.01145 0.0029296875 0.001171875	0.003125 1.087890625
0.0114525 0.00283203125 0.00068359375	0.00283203125 1.0869140625
0.011455 0.00283203125 0.00107421875	0.00283203125 1.0869140625
0.0114575 0.0029296875 0.00107421875	0.0029296875 1.0859375
0.01146 0.00283203125 0.00087890625	0.003125 1.0869140625
0.0114625 0.0029296875 0.0013671875	0.0029296875 1.0869140625
0.011465 0.0029296875 0.00107421875	0.00283203125 1.0869140625
0.0114675 0.00283203125 0.00068359375	0.0029296875 1.0869140625
0.01147 0.00283203125 0.0009765625	0.00283203125 1.0869140625
0.0114725 0.0029296875 0.00087890625	0.0029296875 1.0859375
0.011475 0.00283203125 0.00107421875	0.00283203125 1.0859375
0.0114775 0.0029296875 0.00107421875	0.0029296875 1.0869140625
0.01148 0.0029296875 0.0009765625	0.002734375 1.0869140625
0.0114825 0.003125 0.0015625	0.00283203125 1.0869140625
0.011485 0.00302734375 0.0013671875	0.00283203125 1.0859375
0.0114875 0.0029296875 0.00078125	0.00302734375 1.0869140625
0.01149 0.00283203125 0.00107421875	0.002734375 1.0859375
0.0114925 0.0029296875 0.00068359375	0.00302734375 1.0869140625
0.011495 0.0029296875 0.00107421875	0.0029296875 1.0869140625
0.0114975 0.0029296875 0.00107421875	0.0029296875 1.0869140625
0.0115 0.0029296875 0.00126953125	0.00283203125 1.0869140625
0.0115025 0.00263671875 0.00048828125	0.00302734375 1.0859375
0.011505 0.00283203125 0.00107421875	0.0029296875 1.0859375
0.0115075 0.002734375 0.00078125	0.00283203125 1.0859375
0.01151 0.00283203125 0.00078125	0.00283203125 1.0859375
0.0115125 0.00263671875 0.000390625	0.0029296875 1.0859375
0.011515 0.0029296875 0.0009765625	0.00283203125 1.0869140625
0.0115175 0.0029296875 0.0009765625	0.00283203125 1.0859375
0.01152 0.00283203125 0.00107421875	0.00283203125 1.0859375
0.0115225 0.00263671875 0.000390625	0.0029296875 1.0859375
0.011525 0.00283203125 0.0009765625	0.00283203125 1.0859375
0.0115275 0.002734375 0.0009765625	0.0029296875 1.0859375
0.01153 0.00283203125 0.001171875	0.00283203125 1.0859375
0.0115325 0.003125 0.00146484375	0.0029296875 1.0859375
0.011535 0.0029296875 0.00126953125	0.00263671875 1.0859375
0.0115375 0.0029296875 0.0009765625	0.0029296875 1.0859375
0.01154 0.00283203125 0.00087890625	0.002734375 1.0859375
0.0115425 0.00302734375 0.0013671875	0.0029296875 1.0859375
0.011545 0.002734375 0.0009765625	0.0029296875 1.0869140625
0.0115475 0.00283203125 0.00078125	0.00283203125 1.0859375
0.01155 0.002734375 0.00068359375	0.0029296875 1.0859375
0.0115525 0.00302734375 0.00146484375	0.00283203125 1.0859375
0.011555 0.002734375 0.00087890625	0.00283203125 1.0859375
0.0115575 0.00283203125 0.00087890625	0.0029296875 1.0859375
0.01156 0.002734375 0.00107421875	0.00283203125 1.0869140625
0.0115625 0.00283203125 0.00107421875	0.0029296875 1.0859375
0.011565 0.00283203125 0.0009765625	0.00283203125 1.0859375
0.0115675 0.00283203125 0.00087890625	0.00283203125 1.0859375
0.01157 0.002734375 0.0009765625	0.0029296875 1.0869140625
0.0115725 0.00263671875 0.00068359375	0.00283203125 1.0859375
0.011575 0.0029296875 0.00107421875	0.00283203125 1.0859375
0.0115775 0.002734375 0.0009765625	0.0029296875 1.0859375
0.01158 0.0029296875 0.001171875	0.00283203125 1.0859375
0.0115825 0.002734375 0.0005859375	0.00283203125 1.0859375
0.011585 0.0029296875 0.00126953125	0.002734375 1.0859375
0.0115875 0.00283203125 0.00107421875	0.00302734375 1.0859375
0.01159 0.002734375 0.00107421875	0.00283203125 1.0859375
0.0115925 0.002734375 0.00068359375	0.0029296875 1.0859375
0.011595 0.0029296875 0.00107421875	0.0029296875 1.0859375
0.0115975 0.002734375 0.00078125	0.00283203125 1.0859375
0.0116 0.00263671875 0.00078125	0.00283203125 1.0859375
0.0116025 0.002734375 0.0005859375	0.00283203125 1.0859375
0.011605 0.002734375 0.0009765625	0.00283203125 1.0849609375
0.0116075 0.00283203125 0.0009765625	0.00283203125 1.0859375
0.01161 0.002734375 0.00126953125	0.00283203125 1.0859375
0.0116125 0.00283203125 0.00078125	0.00283203125 1.0859375
0.011615 0.00283203125 0.00107421875	0.002734375 1.0859375
0.0116175 0.00283203125 0.00107421875	0.002734375 1.0849609375
0.01162 0.00263671875 0.0009765625	0.00283203125 1.0859375
0.0116225 0.002734375 0.00048828125	0.0029296875 1.0859375
0.011625 0.002734375 0.0009765625	0.00283203125 1.0859375
0.0116275 0.00283203125 0.0009765625	0.0029296875 1.0859375
0.01163 0.002734375 0.00087890625	0.002734375 1.0849609375
0.0116325 0.0029296875 0.00087890625	0.0029296875 1.0849609375
0.011635 0.002734375 0.00068359375	0.00283203125 1.0849609375
0.0116375 0.00283203125 0.0009765625	0.002734375 1.083984375
0.01164 0.00283203125 0.0009765625	0.00283203125 1.0849609375
0.0116425 0.002734375 0.00107421875	0.0029296875 1.0849609375
0.011645 0.002734375 0.0009765625	0.00283203125 1.0849609375
0.0116475 0.00263671875 0.00068359375	0.00263671875 1.0859375
0.01165 0.002734375 0.00078125	0.00283203125 1.0849609375
0.0116525 0.00283203125 0.00107421875	0.00283203125 1.0859375
0.011655 0.00283203125 0.0009765625	0.0029296875 1.0849609375
0.0116575 0.002734375 0.0009765625	0.00341796875 1.0869140625
0.01166 0.0029296875 0.001171875	0.00283203125 1.0849609375
0.0116625 0.002734375 0.00107421875	0.0029296875 1.0859375
0.011665 0.002734375 0.00087890625	0.00283203125 1.0859375
0.0116675 0.00283203125 0.00087890625	0.00263671875 1.0849609375
0.01167 0.002734375 0.00087890625	0.00283203125 1.0859375
0.0116725 0.00263671875 0.0005859375	0.002734375 1.0849609375
0.011675 0.002734375 0.00087890625	0.002734375 1.0859375
0.0116775 0.002734375 0.0009765625	0.00302734375 1.0859375
0.01168 0.002734375 0.001171875	0.002734375 1.0859375
0.0116825 0.002734375 0.0009765625	0.00283203125 1.0849609375
0.011685 0.002734375 0.00078125	0.00283203125 1.0849609375
0.0116875 0.002734375 0.00087890625	0.0025390625 1.083984375
0.01169 0.002734375 0.00107421875	0.002734375 1.0859375
0.0116925 0.002734375 0.001171875	0.002734375 1.0849609375
0.011695 0.00263671875 0.00087890625	0.00283203125 1.0859375
0.0116975 0.002734375 0.0009765625	0.0025390625 1.0849609375
0.0117 0.002734375 0.0009765625	0.002734375 1.0849609375
0.0117025 0.00263671875 0.00068359375	0.002734375 1.0849609375
0.011705 0.002734375 0.0009765625	0.00263671875 1.0849609375
0.0117075 0.002734375 0.0009765625	0.00302734375 1.0849609375
0.01171 0.002734375 0.00107421875	0.002734375 1.0849609375
0.0117125 0.002734375 0.00078125	0.002734375 1.0849609375
0.011715 0.002734375 0.0009765625	0.002734375 1.0849609375
0.0117175 0.0025390625 0.0009765625	0.00244140625 1.0849609375
0.01172 0.00244140625 0.00029296875	0.002734375 1.0849609375
0.0117225 0.00263671875 0.00068359375	0.002734375 1.0849609375
0.011725 0.002734375 0.0009765625	0.002734375 1.0849609375
0.0117275 0.002734375 0.00087890625	0.00302734375 1.0849609375
0.01173 0.003125 0.00185546875	0.00263671875 1.0849609375
0.0117325 0.00263671875 0.00078125	0.00263671875 1.0849609375
0.011735 0.0025390625 0.00078125	0.00283203125 1.0849609375
0.0117375 0.0025390625 0.00048828125	0.0025390625 1.083984375
0.01174 0.002734375 0.00048828125	0.002734375 1.0849609375
0.0117425 0.002734375 0.00107421875	0.00263671875 1.0849609375
0.011745 0.002734375 0.00087890625	0.002734375 1.0849609375
0.0117475 0.002734375 0.00087890625	0.00283203125 1.0859375
0.01175 0.00244140625 0.00048828125	0.002734375 1.083984375
0.0117525 0.002734375 0.00087890625	0.002734375 1.0849609375
0.011755 0.002734375 0.0009765625	0.002734375 1.0849609375
0.0117575 0.002734375 0.00107421875	0.00263671875 1.083984375
0.01176 0.00302734375 0.00185546875	0.00283203125 1.0849609375
0.0117625 0.00263671875 0.00078125	0.00263671875 1.0849609375
0.011765 0.002734375 0.00087890625	0.00263671875 1.0849609375
0.0117675 0.002734375 0.00068359375	0.002734375 1.0859375
0.01177 0.00244140625 0.00029296875	0.002734375 1.083984375
0.0117725 0.002734375 0.0009765625	0.00283203125 1.083984375
0.011775 0.002734375 0.0009765625	0.002734375 1.0849609375
0.0117775 0.002734375 0.0009765625	0.0029296875 1.083984375
0.01178 0.00263671875 0.0009765625	0.002734375 1.083984375
0.0117825 0.0025390625 0.00078125	0.00263671875 1.0849609375
0.011785 0.00263671875 0.0009765625	0.00283203125 1.0849609375
0.0117875 0.002734375 0.00078125	0.00244140625 1.083984375
0.01179 0.00263671875 0.00068359375	0.002734375 1.083984375
0.0117925 0.00283203125 0.001171875	0.00263671875 1.0849609375
0.011795 0.002734375 0.00078125	0.002734375 1.083984375
0.0117975 0.002734375 0.00107421875	0.00263671875 1.083984375
0.0118 0.00234375 0.00029296875	0.002734375 1.083984375
0.0118025 0.00263671875 0.00107421875	0.002734375 1.083984375
0.011805 0.0025390625 0.00068359375	0.00263671875 1.0849609375
0.0118075 0.00263671875 0.00078125	0.0025390625 1.083984375
0.01181 0.0029296875 0.00126953125	0.00283203125 1.0849609375
0.0118125 0.002734375 0.0009765625	0.00263671875 1.083984375
0.011815 0.002734375 0.00087890625	0.00283203125 1.083984375
0.0118175 0.00263671875 0.00087890625	0.0029296875 1.0849609375
0.01182 0.0025390625 0.00029296875	0.002734375 1.083984375
0.0118225 0.002734375 0.0009765625	0.002734375 1.083984375
0.011825 0.002734375 0.00107421875	0.002734375 1.083984375
0.0118275 0.00263671875 0.00087890625	0.002734375 1.0830078125
0.01183 0.002734375 0.00146484375	0.00263671875 1.083984375
0.0118325 0.00263671875 0.00068359375	0.00263671875 1.083984375
0.011835 0.00263671875 0.0009765625	0.0029296875 1.0849609375
